Oct 20 03:57:28.247 VTTY: Console port: waiting connection on tcp port 5000 for protocol IPv4 (FD 9)
Oct 20 03:57:28.251 slot0: C/H/S settings = 0/4/32
Oct 20 03:57:28.251 slot1: C/H/S settings = 0/4/32
Oct 20 03:57:28.472 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x60a80f7c,JIT on)
Oct 20 03:57:28.472 CPU0: CPU_STATE: Starting CPU (old state=2)...
Oct 20 03:57:28.650 ROM: Microcode has started.
Oct 20 03:57:28.658 ROM: trying to read bootvar 'WARM_REBOOT'
Oct 20 03:57:28.661 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a76f68 (size=1)
Oct 20 03:57:28.661 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a76f7c (size=1)
Oct 20 03:57:28.756 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6023fca4 (size=2)
Oct 20 03:57:28.757 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602475a0 (size=2)
Oct 20 03:57:28.757 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x602475b0 (size=2)
Oct 20 03:57:28.757 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Oct 20 03:57:29.138 ROM: trying to read bootvar 'RANDOM_NUM'
Oct 20 03:57:29.156 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60254a54 (size=2)
Oct 20 03:57:29.158 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x602478b4 (size=2)
Oct 20 03:57:30.577 ROM: unhandled syscall 0x0000003e at pc=0x60a786fc (a1=0x80007da4,a2=0x00002580,a3=0x64250000)
Oct 20 03:57:30.577 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007dac,a2=0x00000000,a3=0x64250000)
Oct 20 03:57:30.920 ROM: trying to read bootvar 'BOOT'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'CONFIG_FILE'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'BOOTLDR'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'RSHELF'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'DSHELF'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'DSHELFINFO'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'RESET_COUNTER'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'CHRG_ID'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'SLOTCACHE'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'OVERTEMP'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'DIAG'
Oct 20 03:57:30.921 ROM: trying to read bootvar 'WARM_REBOOT'
Oct 20 03:57:30.989 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fe8 (size=2)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e5be4 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c28 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c34, value=0x00000020 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c38 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c40, value=0x00000000 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c4c (size=1)
Oct 20 03:57:30.989 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c58, value=0x00000040 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c6c (size=1)
Oct 20 03:57:30.989 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c78, value=0x00000000 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c84 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c94, value=0x00000080 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a34 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x607e7a40, value=0x00000080 (size=1)
Oct 20 03:57:30.989 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a44 (size=1)
Oct 20 03:57:31.023 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 20 03:57:31.058 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 20 03:57:31.092 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 20 03:57:31.126 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 20 03:57:31.160 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 20 03:57:31.194 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Oct 20 03:57:31.194 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x607e5d80, value=0x00000002 (size=1)
Oct 20 03:57:31.194 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x607e5d88, value=0x00000002 (size=1)
Oct 20 03:57:31.194 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x607e5d90, value=0x00000002 (size=1)
Oct 20 03:57:31.194 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x607e5d94, value=0x00000002 (size=1)
Oct 20 03:57:31.194 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x607e5d98, value=0x00000002 (size=1)
Oct 20 03:57:31.194 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x607e5d9c, value=0x00000002 (size=1)
Oct 20 03:57:31.195 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e6c20 (size=1)
Oct 20 03:57:31.254 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Oct 20 03:57:31.254 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x1000, pc=0x60254b08 (size=2)
Oct 20 03:57:31.254 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Oct 20 03:57:31.254 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x2000, pc=0x60254b08 (size=2)
Oct 20 03:57:31.254 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x60254b00 (size=2)
Oct 20 03:57:31.254 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x4000, pc=0x60254b08 (size=2)
Oct 20 03:57:31.327 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.327 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.354 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: write request (data=0x00400000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.382 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x00
Oct 20 03:57:31.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x00
Oct 20 03:57:31.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=1,function=0,reg=0x40
Oct 20 03:57:31.410 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=1,function=0,reg=0x40
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x0c
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x0c
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x18
Oct 20 03:57:31.410 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00040100) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x18
Oct 20 03:57:31.410 PCI: PCI bridge 0,1,0 -> pri: 00, sec: 01, sub: 04
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x1c
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x02801f00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x1c
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x20
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x4d704d00) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x20
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x24
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00014d01) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x24
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x30
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x30
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x3c
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x40
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x40
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x64
Oct 20 03:57:31.410 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x64
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x68
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x68
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=1,function=0,reg=0xf0
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=1,function=0,reg=0xf0
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x00
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x00
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=2,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=2,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x0c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x0c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x18
Oct 20 03:57:31.411 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00080500) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x18
Oct 20 03:57:31.411 PCI: PCI bridge 0,2,0 -> pri: 00, sec: 05, sub: 08
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x1c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x02803f20) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x1c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x20
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x4df04d80) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x20
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x24
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00014d81) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x24
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x30
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x30
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x3c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x64
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x64
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x68
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x68
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=2,function=0,reg=0xf0
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=2,function=0,reg=0xf0
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x00
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x00
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x60257988: bus=0,device=3,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: read request for device 'ti2050b' at pc=0x6025798c: bus=0,device=3,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0xffff0000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x0c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x0000f810) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x0c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x18
Oct 20 03:57:31.411 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x000c0900) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x18
Oct 20 03:57:31.411 PCI: PCI bridge 0,3,0 -> pri: 00, sec: 09, sub: 12
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x1c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x02809f80) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x1c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x20
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x4e704e00) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x20
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x24
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00014e01) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x24
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x30
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00200020) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x30
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x03000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x3c
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x40
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x64
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x64
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x68
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000000) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x68
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000007) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0x04
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257854: bus=0,device=3,function=0,reg=0xf0
Oct 20 03:57:31.411 CPU0: PCI: write request (data=0x00000001) for device 'ti2050b' at pc=0x60257860: bus=0,device=3,function=0,reg=0xf0
Oct 20 03:57:31.504 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x00
Oct 20 03:57:31.504 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x00
Oct 20 03:57:31.505 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x00
Oct 20 03:57:31.505 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x00
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x4d000000) for device 'NM-1FE-TX(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x14
Oct 20 03:57:31.505 NM-1FE-TX(1): registers are mapped at 0x4d000000
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x4d000000) for device 'NM-1FE-TX(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x14
Oct 20 03:57:31.505 NM-1FE-TX(1): registers are mapped at 0x4d000000
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x00000006) for device 'NM-1FE-TX(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x04
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x00000006) for device 'NM-1FE-TX(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x04
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x0c
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x0c
Oct 20 03:57:31.505 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x60257988: bus=1,device=0,function=0,reg=0x00
Oct 20 03:57:31.505 CPU0: PCI: read request for device 'NM-1FE-TX(1)' at pc=0x6025798c: bus=1,device=0,function=0,reg=0x00
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60257854: bus=1,device=0,function=0,reg=0x0c
Oct 20 03:57:31.505 CPU0: PCI: write request (data=0x00004000) for device 'NM-1FE-TX(1)' at pc=0x60257860: bus=1,device=0,function=0,reg=0x0c
